Sr. No.,Name,Symbol,Date,Open,High,Low,Close,Volume,Market Cap
153,XRP,XRP,"Feb 03, 2022",$0.60 ,$0.61 ,$0.59 ,$0.61 ,"$1,042,290,345 ","$29,067,008,485 "
154,XRP,XRP,"Feb 02, 2022",$0.63 ,$0.63 ,$0.60 ,$0.60 ,"$1,182,736,030 ","$28,712,954,961 "
155,XRP,XRP,"Feb 01, 2022",$0.62 ,$0.63 ,$0.61 ,$0.63 ,"$1,183,031,072 ","$30,037,662,360 "
156,XRP,XRP,"Jan 31, 2022",$0.60 ,$0.62 ,$0.58 ,$0.62 ,"$1,266,538,239 ","$29,556,246,106 "
157,XRP,XRP,"Jan 30, 2022",$0.62 ,$0.62 ,$0.60 ,$0.60 ,"$870,878,596 ","$28,793,982,070 "
158,XRP,XRP,"Jan 29, 2022",$0.61 ,$0.62 ,$0.61 ,$0.62 ,"$958,847,124 ","$29,450,587,009 "
159,XRP,XRP,"Jan 28, 2022",$0.61 ,$0.61 ,$0.59 ,$0.61 ,"$1,318,006,848 ","$29,239,432,357 "
160,XRP,XRP,"Jan 27, 2022",$0.62 ,$0.62 ,$0.59 ,$0.61 ,"$1,586,137,620 ","$29,060,812,990 "
161,XRP,XRP,"Jan 26, 2022",$0.62 ,$0.65 ,$0.61 ,$0.62 ,"$2,302,112,575 ","$29,695,823,921 "
162,XRP,XRP,"Jan 25, 2022",$0.61 ,$0.62 ,$0.59 ,$0.62 ,"$1,731,121,388 ","$29,480,540,847 "
163,XRP,XRP,"Jan 24, 2022",$0.63 ,$0.63 ,$0.56 ,$0.61 ,"$2,759,980,202 ","$29,221,617,471 "
164,XRP,XRP,"Jan 23, 2022",$0.60 ,$0.63 ,$0.59 ,$0.63 ,"$1,851,934,913 ","$30,014,890,499 "
165,XRP,XRP,"Jan 22, 2022",$0.64 ,$0.65 ,$0.56 ,$0.60 ,"$3,613,862,355 ","$28,453,215,896 "
166,XRP,XRP,"Jan 21, 2022",$0.72 ,$0.73 ,$0.62 ,$0.64 ,"$3,150,758,603 ","$30,348,183,253 "
167,XRP,XRP,"Jan 20, 2022",$0.74 ,$0.76 ,$0.72 ,$0.72 ,"$1,251,475,248 ","$34,289,841,110 "
168,XRP,XRP,"Jan 19, 2022",$0.75 ,$0.75 ,$0.73 ,$0.74 ,"$1,446,126,322 ","$35,258,733,501 "
169,XRP,XRP,"Jan 18, 2022",$0.76 ,$0.77 ,$0.74 ,$0.75 ,"$1,510,069,237 ","$35,872,752,053 "
170,XRP,XRP,"Jan 17, 2022",$0.78 ,$0.78 ,$0.75 ,$0.76 ,"$1,406,443,014 ","$36,354,642,921 "
171,XRP,XRP,"Jan 16, 2022",$0.78 ,$0.78 ,$0.77 ,$0.78 ,"$1,005,077,258 ","$37,127,364,883 "
172,XRP,XRP,"Jan 15, 2022",$0.77 ,$0.79 ,$0.77 ,$0.78 ,"$1,029,135,167 ","$37,245,043,057 "
173,XRP,XRP,"Jan 14, 2022",$0.77 ,$0.79 ,$0.76 ,$0.77 ,"$1,576,111,969 ","$36,905,410,371 "
174,XRP,XRP,"Jan 13, 2022",$0.80 ,$0.80 ,$0.76 ,$0.77 ,"$1,578,656,460 ","$36,584,041,452 "
175,XRP,XRP,"Jan 12, 2022",$0.77 ,$0.81 ,$0.76 ,$0.80 ,"$1,976,047,994 ","$38,070,557,828 "
176,XRP,XRP,"Jan 11, 2022",$0.74 ,$0.77 ,$0.73 ,$0.77 ,"$1,897,366,203 ","$36,660,803,431 "
177,XRP,XRP,"Jan 10, 2022",$0.75 ,$0.76 ,$0.71 ,$0.74 ,"$2,014,043,704 ","$35,175,473,469 "
178,XRP,XRP,"Jan 09, 2022",$0.75 ,$0.77 ,$0.74 ,$0.75 ,"$1,182,503,166 ","$35,897,214,432 "
179,XRP,XRP,"Jan 08, 2022",$0.76 ,$0.78 ,$0.73 ,$0.75 ,"$1,792,091,501 ","$35,572,883,103 "
180,XRP,XRP,"Jan 07, 2022",$0.78 ,$0.78 ,$0.73 ,$0.76 ,"$2,329,624,598 ","$36,304,923,989 "
181,XRP,XRP,"Jan 06, 2022",$0.77 ,$0.79 ,$0.74 ,$0.78 ,"$2,165,022,786 ","$37,174,268,618 "
